267.52185740,746.06189405
267.37843083,744.46317693
267.23204236,742.83409038
267.08259637,741.17373051
266.92999457,739.48117749
266.77413242,737.75545552
266.61490204,735.99555801
266.45218979,734.20042241
266.28587617,732.36893609
266.11583562,730.49993982
265.94193475,728.59220806
265.76403333,726.64445725
265.58198353,724.65533594
265.39562925,722.62341764
265.20480573,720.54719984
265.00933852,718.42509574
264.80904236,716.25542486
264.60372121,714.03641656
264.39316513,711.76617860
264.17715296,709.44272817
263.95544479,707.06391507
263.72779011,704.62750972
263.49391192,702.13104229
263.25352496,699.57199197
263.00630617,696.94749257
262.75192847,694.25467338
262.49001150,691.49017814
262.22017659,688.65070333
261.94197147,685.73228217
261.65495180,682.73105590
261.35857325,679.64228137
261.05230508,676.46136203
260.73548097,673.18252757
260.40744951,669.80013477
260.06736710,666.30689901
259.71437817,662.69534116
259.34729891,658.95511255
258.96475603,655.07382785
258.56461262,651.03206340
258.14394149,646.80240174
257.69827747,642.34315763
257.22210005,637.60260835
256.70891204,632.52151938
256.15264070,627.04588919
255.54737548,621.12649882
254.88852611,614.72750933
254.17139545,607.81669427
253.39287965,600.37541261
252.54833760,592.37852944
251.63501697,583.81129357
250.64537005,574.63078736
249.57453276,564.79879486
248.40625669,554.20969630
247.13129067,542.77004607
245.71416849,530.24868949
244.15297627,516.51631960
242.39497243,501.00204412
239.88350144,483.99150516
237.07910924,461.17454579
234.49891855,440.64986870
232.11189807,422.39539392
229.90160876,406.08043412
227.85655647,391.45723115
225.97189354,378.35600926
224.25216630,366.68419528
222.71514781,356.42556269
221.40095334,347.63665582
220.38367041,340.43285025
219.78585825,334.96895813
219.77670933,331.40948619
220.55062930,329.89255849
222.29348695,330.49029830
225.14004567,333.16094370
229.11754366,337.67386322
234.31336095,343.43279708
240.69624739,348.25134617
247.18977339,351.08657730
252.96210953,351.29309558
257.47364937,348.63502124
260.51970003,343.29351220
262.23890594,335.81714621
263.06592160,326.97783433
263.18333530,317.64305136
263.10583289,308.84169050
262.94853153,300.67591233
262.76600510,293.16012628
262.58855251,286.27657382
262.42334944,279.98842352
262.27562071,274.25642201
262.14353877,269.03584573
262.02624375,264.27936533
261.91885582,259.93722004
261.82065625,255.95802203
261.72449055,252.29199349
261.63256292,248.88938018
261.53580782,245.70652398
261.44208553,242.70354760
261.33948985,239.85093515
261.23905774,237.11882426
261.12591396,234.48103041
261.01760031,231.91387190
260.89975270,229.40590500
260.79047816,226.95251706
260.66994799,224.54890460
260.55604482,222.18607155
260.43210184,219.85689071
260.32043516,217.56185995
260.20282704,215.30747395
260.09649504,213.09832497
259.97967506,210.93226753
259.87271913,208.80353727
259.75971050,206.71044028
259.66650712,204.66201873
259.57423377,202.67227515
259.50316666,200.75677642
259.42609496,198.92072108
259.36122440,197.16354278
259.27999950,195.47033879
259.20902376,193.83202783
259.12300520,192.23335905
259.05507659,190.67676830
258.98091306,189.15938991
258.93540179,187.70011849
258.88806228,186.30511831
258.86861985,184.99675479
258.83249660,183.76727065
258.80457962,182.61695988
258.73725475,181.50344361
258.67182708,180.41087496
258.57459764,179.30108431
258.49551192,178.18235398
258.40297774,177.04201221
258.34463045,175.91227966
258.27910435,174.79548798
258.23963238,173.71944449
258.17700753,172.66715165
258.12597444,171.64736972
258.03918566,170.62700123
257.95557566,169.60640278
257.83142408,168.54747380
257.71607000,167.45531136
257.57154892,166.30401697
257.44670958,165.11751255
257.29947057,163.87389704
257.18834815,162.61202342
257.06290184,161.32061467
256.96852086,160.03802916
256.85880912,158.74187426
256.78853423,157.47716638
256.68666064,156.21530886
256.62416506,154.98573264
256.52564315,153.76553967
256.46913955,152.57173833
256.38445479,151.40802863
256.29703250,150.24590434
256.23912762,149.11511846
256.13016553,147.99592759
256.06544644,146.87478789
255.99721500,145.80387928
255.87487154,144.71016707
255.83245385,143.63582414
255.73828030,142.59350470
255.63323870,141.52532570
255.59712831,140.49405076
255.47343911,139.47615976
255.38831692,138.43047729
255.35967146,137.44380361
255.22301323,136.45242162
255.15600959,135.43786706
255.13537204,134.48968244
254.98355851,133.52976257
254.91485444,132.54029882
254.91225153,131.62855657
254.75870690,130.71052614
254.67273399,129.74618904
254.69762309,128.85867531
254.55657566,127.98751694
254.42612991,127.05208765
254.46080442,126.17790931
254.36788955,125.35254337
254.19686907,124.45615235
254.21091735,123.58179743
254.18839068,122.79484846
253.98788079,121.95495542
253.93081780,121.07957264
253.98929652,120.29817200
253.84305578,119.52907666
253.66875462,118.67993623
253.71194559,117.87195843
253.70626939,117.15061117
253.49378488,116.37585823
253.39197476,115.54524692
253.47384043,114.80070084
253.40833346,114.11062809
253.19441975,113.34626289
253.13189487,112.55769957
253.17585537,111.84537976
253.10121992,111.15928546
252.97566078,110.43871616
252.89348588,109.71915368
252.81067115,109.00516644
