263.32038836,527.77993727
263.31869374,527.76530231
263.31341129,527.72193476
263.30455210,527.64986239
263.29209417,527.54890561
263.27601822,527.41902099
263.25631112,527.26015379
263.23297217,527.07224309
263.20600600,526.85522123
263.17539592,526.60896558
263.14109951,526.33326071
263.10306532,526.02788896
263.06123795,525.69254687
263.01556789,525.32692450
262.96602106,524.93075976
262.91256193,524.50376743
262.85516372,524.04572782
262.79379045,523.55637248
262.72840309,523.03542691
262.65895182,522.48255054
262.58537829,521.89734854
262.50761450,521.27935994
262.42558597,520.62808088
262.33921585,519.94299631
262.24842959,519.22361663
262.15315702,518.46949473
262.05333074,517.68021365
261.94888150,516.85535032
261.83973303,515.99443501
261.72579890,515.09692702
261.60698273,514.16221644
261.48318108,513.18964767
261.35428735,512.17855111
261.22019503,511.12826895
261.08079907,510.03816679
260.93599541,508.90763065
260.78567942,507.73605489
260.62974392,506.52282748
260.46807768,505.26731887
260.30056455,503.96887602
260.12708350,502.62682331
259.94750874,501.24046478
259.76171099,499.80909424
259.56955689,498.33199225
259.37091218,496.80845080
259.16563672,495.23773740
258.95359563,493.61917793
258.73463839,491.95200482
258.50863852,490.23564674
258.27542220,488.46921191
258.03489296,486.65239028
257.78682340,484.78395370
257.53118976,482.86416005
257.26765959,480.89108668
256.99634003,478.86596764
256.71674361,476.78585133
256.42913641,474.65312508
256.13289647,472.46399159
255.82836513,470.22136373
255.51494451,467.92175852
255.19284207,465.56712137
254.86169968,463.15579690
254.52144921,460.68781656
254.17197487,458.16328907
253.81310619,455.58165094
253.44467551,452.94262656
253.06670685,450.24717993
252.67884246,447.49370014
252.28119961,444.68391020
251.87352560,441.81699751
251.45574511,438.89338749
251.02777498,435.91357445
250.58959414,432.87827435
250.14088421,429.78677518
249.68198344,426.64156398
249.21228691,423.44152448
248.73245468,420.18868998
248.24137326,416.88300210
247.74072758,413.52685083
247.22794625,410.11905073
246.70635187,406.66357920
246.17220146,403.15905723
245.62913393,399.60936954
245.07428729,396.01307377
244.50946408,392.37565232
243.93408495,388.69417279
243.34838957,384.97528799
242.75183529,381.21568384
242.14618720,377.42354681
241.52925237,373.59327220
240.90330072,369.73599326
240.26685203,365.84368324
239.62185700,361.93083816
238.96594966,357.98538953
238.30578305,354.04562730
237.65338379,350.18422271
237.03096032,346.52927782
236.46153706,343.20977461
235.96986249,340.35367975
235.58187644,338.08181299
235.32775715,336.50449708
235.24210977,335.70920351
235.36685851,335.75462191
235.73474981,336.64327673
236.41476973,338.31815740
237.30042000,340.57653899
238.49306633,342.65424974
239.94261674,344.08739824
241.63877346,344.64103873
243.55770802,344.16212261
245.64748057,342.55745237
247.82795356,339.79083412
250.00177076,335.88545909
252.06413710,330.93336168
253.91351178,325.08747244
255.58984082,318.62006573
256.99693707,312.18663006
258.15058750,306.01797110
259.05697656,300.20459387
259.74938917,294.79325502
260.26420159,289.79229954
260.63773157,285.18348875
260.90074452,280.92682292
261.07361588,276.96984629
261.17660849,273.25617783
261.21760815,269.73004993
261.21382939,266.34570901
261.16857940,263.06882456
261.09926514,259.87994537
261.00476652,256.76332952
260.90079555,253.71000804
260.78264774,250.71278270
260.66384109,247.77260225
260.53614535,244.88814158
260.41143592,242.05793485
260.28068679,239.27518063
260.15651339,236.53902549
260.02914876,233.85168149
259.90933801,231.22128561
259.78472055,228.64912597
259.66587727,226.13203712
259.54218458,223.66010238
259.42724565,221.22969518
259.31113061,218.84211652
259.20589975,216.50631292
259.09797730,214.22986363
258.99738332,212.01450208
258.89089970,209.85538821
258.79213108,207.74371149
258.69133328,205.67648457
258.60205696,203.65440711
258.51470401,201.68450666
258.43703184,199.77413606
258.35939613,197.92624197
258.28672448,196.14019386
258.21431097,194.40951025
258.15063680,192.72994145
258.09496422,191.10356235
258.05578940,189.53478704
258.03339420,188.03847678
258.02834910,186.62979581
258.03858683,185.32175830
258.05930539,184.12705471
258.08181911,183.04841697
258.10304049,182.08017875
258.11083271,181.21211519
258.10388116,180.42126358
258.08068104,179.68060958
258.04209584,178.97172572
257.98824034,178.26804432
257.93182201,177.55937119
257.86580602,176.83863223
257.80006892,176.09959817
257.74004066,175.33896208
257.68869280,174.57414742
257.63862695,173.80416207
257.60324622,173.03826550
257.57333917,172.28629193
257.54998174,171.55780278
257.53250009,170.84816802
257.52707443,170.17319765
257.51846483,169.53142299
257.51826820,168.92393839
257.52319620,168.34892395
257.53336527,167.82042505
257.53782725,167.32523450
257.55387517,166.86784598
257.57062218,166.44693157
257.59093215,166.07113228
257.60893918,165.72695533
257.63746461,165.42443831
257.66113151,165.15849105
257.68919325,164.93263490
257.71719106,164.73509909
257.75674037,164.57966148
257.79148578,164.46211276
257.82878448,164.38238609
257.86602776,164.33577546
257.91032036,164.32205990
257.95621452,164.35278553
258.00208551,164.40666010
